,video_no,sentence_no,split_video_no,text,start_time,end_time,offensive,offensiveness level,sentiment,video_path,audio_path
1764,video_362.mp4,5,video_362_5.mp4,abe bhosdike ruk jaa sans kha thodi der,9.877,12.772,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_362_5.mp4,./final_data/audio_conv/video_362_5.npy
1765,video_362.mp4,6,video_362_6.mp4,uski maa ka bhosda,13.491,15.044,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_362_6.mp4,./final_data/audio_conv/video_362_6.npy
1766,video_363.mp4,1,video_363_1.mp4,raste me ladai ho gyi ho dosto ko call kar rahe ho or vocall nahi utha rha ho koi bhi,1.182,4.257,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_363_1.mp4,./final_data/audio_conv/video_363_1.npy
1767,video_363.mp4,2,video_363_2.mp4,abe behen ke lode phone utha,4.361,5.871,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_363_2.mp4,./final_data/audio_conv/video_363_2.npy
1768,video_363.mp4,3,video_363_3.mp4,aap kya kehna chahenge,6.951,7.924,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_363_3.mp4,./final_data/audio_conv/video_363_3.npy
1769,video_363.mp4,4,video_363_4.mp4,chutiya kaha gand mara raha hai,8.283,9.575,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_363_4.mp4,./final_data/audio_conv/video_363_4.npy
1770,video_363.mp4,5,video_363_5.mp4,iski maa ki phir to sb isko kuutenge behenchod dushman gya jise bhi ladai hori ho,9.849,13.542,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_363_5.mp4,./final_data/audio_conv/video_363_5.npy
1771,video_363.mp4,6,video_363_6.mp4,ek nhi to duusra teyar hai ,13.058,14.384,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_363_6.mp4,./final_data/audio_conv/video_363_6.npy
1772,video_363.mp4,7,video_363_7.mp4,behen ka lodo,14.763,15.539,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_363_7.mp4,./final_data/audio_conv/video_363_7.npy
1773,video_364.mp4,1,video_364_1.mp4,behenchod,2.419,3.478,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_364_1.mp4,./final_data/audio_conv/video_364_1.npy
1774,video_364.mp4,2,video_364_2.mp4,behen ke lode phone utha le,4.242,5.944,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_364_2.mp4,./final_data/audio_conv/video_364_2.npy
1775,video_364.mp4,3,video_364_3.mp4,yahi niklega ki bhosdwale kaha maar gya yahi niklega ,6.399,8.864,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_364_3.mp4,./final_data/audio_conv/video_364_3.npy
1776,video_364.mp4,4,video_364_4.mp4,gaandu saala chutiya kaha maar maar gya,9.621,11.939,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_364_4.mp4,./final_data/audio_conv/video_364_4.npy
1777,video_365.mp4,1,video_365_1.mp4,aap kuch ,0.852,1.699,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_365_1.mp4,./final_data/audio_conv/video_365_1.npy
1778,video_365.mp4,2,video_365_2.mp4,aee behenchod chud gayi aaj ki to,1.917,3.878,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_365_2.mp4,./final_data/audio_conv/video_365_2.npy
1779,video_365.mp4,3,video_365_3.mp4,vo dekho vo vo,5.279,6.475,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_365_3.mp4,./final_data/audio_conv/video_365_3.npy
1780,video_365.mp4,4,video_365_4.mp4,uska kaam hai ye,6.927,8.579,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_365_4.mp4,./final_data/audio_conv/video_365_4.npy
1781,video_365.mp4,5,video_365_5.mp4,vo dega vo he is the one,8.265,10.342,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_365_5.mp4,./final_data/audio_conv/video_365_5.npy
1782,video_366.mp4,1,video_366_1.mp4,kon kehta hai ye,0.362,1.262,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_366_1.mp4,./final_data/audio_conv/video_366_1.npy
1783,video_366.mp4,2,video_366_2.mp4,nahi bolo sachai hai ye hum keval sachai batate hai,1.982,4.195,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_366_2.mp4,./final_data/audio_conv/video_366_2.npy
1784,video_366.mp4,3,video_366_3.mp4,hum to pogo dekhte hai sirf ,3.774,5.414,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_366_3.mp4,./final_data/audio_conv/video_366_3.npy
1785,video_366.mp4,4,video_366_4.mp4,hum to pogo dekhte hai sirf ,6.807,8.154,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_366_4.mp4,./final_data/audio_conv/video_366_4.npy
1786,video_366.mp4,5,video_366_5.mp4,pogo pe chota bheem sirf,8.737,10.455,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_366_5.mp4,./final_data/audio_conv/video_366_5.npy
1787,video_366.mp4,6,video_366_6.mp4,bhai please abhi hotspot dede abhi dekhni hai machine chal rha hai,11.976,15.208,"[1.0, 0.0]","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_366_6.mp4,./final_data/audio_conv/video_366_6.npy
1788,video_366.mp4,7,video_366_7.mp4,aap apni favourite gaadi me jaa rhe ho thik hai road pe aapki galti nahi aapki cheez koi thok jae fir kya nikalega andar se,16.393,22.529,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_366_7.mp4,./final_data/audio_conv/video_366_7.npy
1789,video_366.mp4,8,video_366_8.mp4,oo behenchod,23.624,24.804,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_366_8.mp4,./final_data/audio_conv/video_366_8.npy
1790,video_366.mp4,9,video_366_9.mp4,bae madarchod,25.753,26.733,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_366_9.mp4,./final_data/audio_conv/video_366_9.npy
1791,video_366.mp4,10,video_366_10.mp4,saale bhadwe tuhi tha bhosdike,29.621,32.077,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_366_10.mp4,./final_data/audio_conv/video_366_10.npy
1792,video_366.mp4,11,video_366_11.mp4,teri baap ki gaadi hai,32.378,33.618,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_366_11.mp4,./final_data/audio_conv/video_366_11.npy
1793,video_367.mp4,1,video_367_1.mp4,haa ekdum esi ki tesi kar diya mood ka,0.374,2.377,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_367_1.mp4,./final_data/audio_conv/video_367_1.npy
1794,video_367.mp4,2,video_367_2.mp4,me to giri hi jau me bahut bura giri hu gaali to nikli nhi,2.649,6.007,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_367_2.mp4,./final_data/audio_conv/video_367_2.npy
1795,video_367.mp4,3,video_367_3.mp4,gaali nahi nikali,6.052,7.181,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_367_3.mp4,./final_data/audio_conv/video_367_3.npy
1796,video_367.mp4,4,video_367_4.mp4,haa nahi nikali,7.501,8.549,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_367_4.mp4,./final_data/audio_conv/video_367_4.npy
1797,video_367.mp4,5,video_367_5.mp4,iski behen ki chuut,8.843,10.491,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_367_5.mp4,./final_data/audio_conv/video_367_5.npy
1798,video_367.mp4,6,video_367_6.mp4,haa yahi behen ke lode peeche dekh nahi sakta tha,11.794,13.799,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_367_6.mp4,./final_data/audio_conv/video_367_6.npy
1799,video_367.mp4,7,video_367_7.mp4,agar aap raat me charging,13.823,15.423,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_367_7.mp4,./final_data/audio_conv/video_367_7.npy
1800,video_368.mp4,1,video_368_1.mp4,abe lund pe dhoka hogya,0.962,2.408,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_368_1.mp4,./final_data/audio_conv/video_368_1.npy
1801,video_368.mp4,2,video_368_2.mp4,nahi maar jaege halat kharab hojaegi,4.726,7.654,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_368_2.mp4,./final_data/audio_conv/video_368_2.npy
1802,video_368.mp4,3,video_368_3.mp4,arre fuck off behenchod,8.233,10.229,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_368_3.mp4,./final_data/audio_conv/video_368_3.npy
1803,video_368.mp4,4,video_368_4.mp4,laag gayi aaj to,10.724,11.556,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_368_4.mp4,./final_data/audio_conv/video_368_4.npy
1804,video_368.mp4,5,video_368_5.mp4,phele koi gaali nahi nikalegi,11.497,12.876,"[1.0, 0.0]","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_368_5.mp4,./final_data/audio_conv/video_368_5.npy
1805,video_369.mp4,1,video_369_1.mp4,arree madrchood,1.964,3.468,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_369_1.mp4,./final_data/audio_conv/video_369_1.npy
1806,video_369.mp4,2,video_369_2.mp4,acha zindagi me lode lage hue hai or tumhara dost tumhe phone kar ke kehta hai ki sahi moj to tu leraha hai to kya nikalega muh se,5.342,10.195,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_369_2.mp4,./final_data/audio_conv/video_369_2.npy
1807,video_369.mp4,3,video_369_3.mp4,meri trh meri jagah aa bhosdike tub pata chalega,10.607,13.817,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_369_3.mp4,./final_data/audio_conv/video_369_3.npy
1808,video_370.mp4,1,video_370_1.mp4,bus aisa chal jae,0.882,1.959,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_370_1.mp4,./final_data/audio_conv/video_370_1.npy
1809,video_370.mp4,2,video_370_2.mp4,lode tu bhi lele bhai,1.548,3.182,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_370_2.mp4,./final_data/audio_conv/video_370_2.npy
1810,video_370.mp4,3,video_370_3.mp4,bhai kaahe kizindagi maa chudane gyi gyi aisi zindagi abe,4.264,7.232,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_370_3.mp4,./final_data/audio_conv/video_370_3.npy
1811,video_370.mp4,4,video_370_4.mp4,bahut frustrate ho or ye aakr puuche ki teri zindagi to moj me hai kya nikalega,8.322,13.655,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_370_4.mp4,./final_data/audio_conv/video_370_4.npy
1812,video_370.mp4,5,video_370_5.mp4,randi,13.888,15.048,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_370_5.mp4,./final_data/audio_conv/video_370_5.npy
1813,video_371.mp4,1,video_371_1.mp4,or pata chala ki chai ka cup pachas rupay ka tha,0.329,1.951,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_371_1.mp4,./final_data/audio_conv/video_371_1.npy
1814,video_371.mp4,2,video_371_2.mp4,ohoooo,4.731,5.575,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_371_2.mp4,./final_data/audio_conv/video_371_2.npy
1815,video_371.mp4,3,video_371_3.mp4,katai bakland hai ye,5.884,7.109,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_371_3.mp4,./final_data/audio_conv/video_371_3.npy
1816,video_371.mp4,4,video_371_4.mp4,saale randave kabhi itni mehngi tune bhi pee hai,7.612,9.754,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_371_4.mp4,./final_data/audio_conv/video_371_4.npy
1817,video_371.mp4,5,video_371_5.mp4,lode lag gye,9.967,10.834,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_371_5.mp4,./final_data/audio_conv/video_371_5.npy
1818,video_371.mp4,6,video_371_6.mp4,lode lagye bhai,11.454,13.346,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_371_6.mp4,./final_data/audio_conv/video_371_6.npy
1819,video_372.mp4,1,video_372_1.mp4,oh shit ye to dikat waali baat hai,0.581,2.346,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_372_1.mp4,./final_data/audio_conv/video_372_1.npy
1820,video_372.mp4,2,video_372_2.mp4,koi baat nahi bina protection ke chaalu hai control hai,2.356,5.103,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_372_2.mp4,./final_data/audio_conv/video_372_2.npy
1821,video_372.mp4,3,video_372_3.mp4,jub aapki crush aapko bhaiya bole,5.328,6.883,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_372_3.mp4,./final_data/audio_conv/video_372_3.npy
1822,video_372.mp4,4,video_372_4.mp4,crush agar bhaiya bolee,9.213,12.766,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_372_4.mp4,./final_data/audio_conv/video_372_4.npy
1823,video_372.mp4,5,video_372_5.mp4,nikal lodi pheli fursat me nikal,13.435,15.342,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_372_5.mp4,./final_data/audio_conv/video_372_5.npy
1824,video_372.mp4,6,video_372_6.mp4,koi zarurat nahi hai tujhe hamari,16.053,17.321,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_372_6.mp4,./final_data/audio_conv/video_372_6.npy
1825,video_372.mp4,7,video_372_7.mp4,koi zarurat nahi mujhe idhar,17.459,18.652,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_372_7.mp4,./final_data/audio_conv/video_372_7.npy
1826,video_373.mp4,1,video_373_1.mp4,ek number thank you,0.375,1.689,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_373_1.mp4,./final_data/audio_conv/video_373_1.npy
1827,video_373.mp4,2,video_373_2.mp4,sir aapke interview lene the,3.511,4.677,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_373_2.mp4,./final_data/audio_conv/video_373_2.npy
1828,video_373.mp4,3,video_373_3.mp4,apna kaam kar na madarchod,4.637,6.032,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_373_3.mp4,./final_data/audio_conv/video_373_3.npy
1829,video_373.mp4,4,video_373_4.mp4,aise ghatiya ghatiya se logo ko aap bhej dete ho awaz studio,7.621,10.553,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_373_4.mp4,./final_data/audio_conv/video_373_4.npy
1830,video_373.mp4,5,video_373_5.mp4,hm inhe interview kya hm inko kal ki baasi bachi hui roti bhi na de,10.171,13.152,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_373_5.mp4,./final_data/audio_conv/video_373_5.npy
1831,video_373.mp4,6,video_373_6.mp4,aee lodeya chal na nikal na yaha se yaar,13.244,15.425,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_373_6.mp4,./final_data/audio_conv/video_373_6.npy
1832,video_374.mp4,1,video_374_1.mp4,har koi yahi hi bolta hai,0.389,1.692,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_1.mp4,./final_data/audio_conv/video_374_1.npy
1833,video_374.mp4,2,video_374_2.mp4,everybody is like mohini mohini mohini,3.178,4.576,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_2.mp4,./final_data/audio_conv/video_374_2.npy
1834,video_374.mp4,3,video_374_3.mp4,so my question to you is this kya delhi ki ladkiya gaali deti hai,4.693,8.111,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_3.mp4,./final_data/audio_conv/video_374_3.npy
1835,video_374.mp4,4,video_374_4.mp4,ofcourse gaali deti hai,8.135,9.214,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_4.mp4,./final_data/audio_conv/video_374_4.npy
1836,video_374.mp4,5,video_374_5.mp4,yes ofcourse obviously,9.645,10.789,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_5.mp4,./final_data/audio_conv/video_374_5.npy
1837,video_374.mp4,6,video_374_6.mp4,yes ofcourse agar situation aisi ho to definetely deni pad jaati hai yaar,12.498,15.871,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_6.mp4,./final_data/audio_conv/video_374_6.npy
1838,video_374.mp4,7,video_374_7.mp4,for sure obviously,17.441,19.222,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_7.mp4,./final_data/audio_conv/video_374_7.npy
1839,video_374.mp4,8,video_374_8.mp4,haa deti hai nahi dengi to bura ho jaega',19.872,22.019,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_8.mp4,./final_data/audio_conv/video_374_8.npy
1840,video_374.mp4,9,video_374_9.mp4,bohot gandi waali to kon konsi gaaliya delhi ki ladkiya deti hai mujhe ye jaanna hai common,23.389,28.051,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_9.mp4,./final_data/audio_conv/video_374_9.npy
1841,video_374.mp4,10,video_374_10.mp4,most comman hai is bc now you know the full form i guess,29.199,31.681,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_10.mp4,./final_data/audio_conv/video_374_10.npy
1842,video_374.mp4,11,video_374_11.mp4, i need the full form,31.675,32.975,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_374_11.mp4,./final_data/audio_conv/video_374_11.npy
1843,video_374.mp4,12,video_374_12.mp4,chuutiya,34.899,35.211,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_374_12.mp4,./final_data/audio_conv/video_374_12.npy
1844,video_374.mp4,13,video_374_13.mp4,itna sharma ke bol rha hai chuutiyaa,38.247,39.547,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_374_13.mp4,./final_data/audio_conv/video_374_13.npy
1845,video_374.mp4,14,video_374_14.mp4,are behnchood,41.054,42.271,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_374_14.mp4,./final_data/audio_conv/video_374_14.npy
1846,video_375.mp4,1,video_375_1.mp4,mc bc,0.907,1.901,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_375_1.mp4,./final_data/audio_conv/video_375_1.npy
1847,video_375.mp4,2,video_375_2.mp4,ye mc bc kya hota hai,2.397,4.152,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_375_2.mp4,./final_data/audio_conv/video_375_2.npy
1848,video_375.mp4,3,video_375_3.mp4,behenchod,4.684,5.594,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_375_3.mp4,./final_data/audio_conv/video_375_3.npy
1849,video_375.mp4,4,video_375_4.mp4,inhone kitne pyar se bola hai behenchod,7.254,9.319,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_375_4.mp4,./final_data/audio_conv/video_375_4.npy
1850,video_375.mp4,5,video_375_5.mp4,chuutiya,9.756,10.556,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_375_5.mp4,./final_data/audio_conv/video_375_5.npy
1851,video_375.mp4,6,video_375_6.mp4,chutiya is like vese chutiya gaali nahi hota iska matlab stupid hota hai haa exactly,11.062,14.924,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_375_6.mp4,./final_data/audio_conv/video_375_6.npy
1852,video_375.mp4,7,video_375_7.mp4,exactly,15.023,15.808,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_375_7.mp4,./final_data/audio_conv/video_375_7.npy
1853,video_375.mp4,8,video_375_8.mp4,bhai she has a phd in gaaliya,16.234,18.218,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_375_8.mp4,./final_data/audio_conv/video_375_8.npy
1854,video_376.mp4,1,video_376_1.mp4,gaaliya gaaliya gaaliya gaaliya,0.422,1.871,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_376_1.mp4,./final_data/audio_conv/video_376_1.npy
1855,video_376.mp4,2,video_376_2.mp4, haa exactly exactly,1.665,2.787,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_376_2.mp4,./final_data/audio_conv/video_376_2.npy
1856,video_376.mp4,3,video_376_3.mp4,teri gaaliya gaaliya teri gaaliyaa,2.571,5.931,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_376_3.mp4,./final_data/audio_conv/video_376_3.npy
1857,video_376.mp4,4,video_376_4.mp4,kameene chup hoja bhaad me ja,6.996,9.045,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_376_4.mp4,./final_data/audio_conv/video_376_4.npy
1858,video_376.mp4,5,video_376_5.mp4,bhaad me ja mar ja jaake duub maar,9.336,11.102,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_376_5.mp4,./final_data/audio_conv/video_376_5.npy
1859,video_376.mp4,6,video_376_6.mp4,motherboard,11.191,11.852,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_376_6.mp4,./final_data/audio_conv/video_376_6.npy
1860,video_376.mp4,7,video_376_7.mp4,motherboard ye motherboard konsi hai,12.139,14.418,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_376_7.mp4,./final_data/audio_conv/video_376_7.npy
1861,video_376.mp4,8,video_376_8.mp4,do you mean madarchod,17.772,19.314,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_376_8.mp4,./final_data/audio_conv/video_376_8.npy
1862,video_377.mp4,1,video_377_1.mp4,teri maa ka bhosda,0.335,1.391,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_377_1.mp4,./final_data/audio_conv/video_377_1.npy
1863,video_377.mp4,2,video_377_2.mp4,so tumhe aisa nahi lagta ki jisne bhi gaaliya vo matlab banda bilkul bhi equallity me believe naahi karta tha,2.675,6.999,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_377_2.mp4,./final_data/audio_conv/video_377_2.npy
1864,video_377.mp4,3,video_377_3.mp4,kyuki dekho saari gaaliya ladki ke upr dekho jese behen ki chuut behen ka loda ladko ke upar ek bhi gaali nahi hai to tum log gussa nahi ata kya ki ladko pe kyu nahi hai ,7.034,14.043,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_377_3.mp4,./final_data/audio_conv/video_377_3.npy
1865,video_377.mp4,4,video_377_4.mp4,bahut zyada,14.333,15.123,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_377_4.mp4,./final_data/audio_conv/video_377_4.npy
1866,video_377.mp4,5,video_377_5.mp4,to aaj me moka deta hu tumlogo ko ladko ke upar gaali banane ka to common,14.111,17.686,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_377_5.mp4,./final_data/audio_conv/video_377_5.npy
1867,video_378.mp4,1,video_378_1.mp4,its sounds a bit gay gay,0.778,2.651,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_378_1.mp4,./final_data/audio_conv/video_378_1.npy
1868,video_378.mp4,2,video_378_2.mp4,nahi bhai kaloda thoda ajeeb hojaega yaar,3.758,5.796,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_378_2.mp4,./final_data/audio_conv/video_378_2.npy
1869,video_378.mp4,3,video_378_3.mp4,kitne baap ki aulaad hai,6.598,7.606,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_378_3.mp4,./final_data/audio_conv/video_378_3.npy
